risk_rank,Order Id,risk_score
1006,75127,0.9992837387663864
1007,70226,0.9992836938625252
1008,76943,0.9992836859906231
1009,72095,0.9992836690699225
1010,67617,0.9992836225527121
1011,67242,0.9992836100996563
1012,75383,0.9992835875522438
1013,62307,0.9992835426877571
1014,69584,0.99928354040666
1015,71390,0.9992835068429413
1016,73163,0.999283502860013
1017,67013,0.9992834968187997
1018,64357,0.9992834231741248
1019,71919,0.9992834171027982
1020,70936,0.9992834108114367
1021,71331,0.9992833797294784
1022,67709,0.9992833779329918
1023,65567,0.9992833721032077
1024,72624,0.9992833415906828
1025,69658,0.999283340857657
1026,65355,0.9992833171509704
1027,61960,0.9992832649065416
1028,67050,0.9992832640116638
1029,75883,0.9992832481634889
1030,68156,0.9992832181564072
1031,74746,0.999283187109445
1032,74612,0.9992831836978058
1033,67228,0.9992831751740854
1034,70974,0.9992831723315719
1035,68302,0.9992831602016214
1036,67715,0.9992831076491389
1037,72239,0.999283092699592
1038,64981,0.9992830627259227
1039,68267,0.9992830607493535
1040,67272,0.9992830576361945
1041,63529,0.9992830188808279
1042,68041,0.999283008566579
1043,65087,0.9992830010587863
1044,67285,0.9992829807159991
1045,64388,0.9992829765887615
1046,66603,0.9992829765887615
1047,72554,0.9992829729620883
1048,74379,0.9992829714379793
1049,70491,0.9992829676121548
1050,64617,0.9992829452129182
1051,74847,0.9992829201713727
1052,66757,0.9992829183095944
1053,69568,0.9992829007845588
1054,69910,0.9992829007845588
1055,70427,0.9992828525626088
1056,71617,0.9992828160237506
1057,70114,0.9992827992604272
1058,73127,0.9992827846928384
1059,74758,0.9992827022817478
1060,64826,0.9992826754730377
1061,67511,0.999282630001429
1062,64188,0.9992826111345225
1063,70428,0.9992825997450403
1064,67194,0.999282579558436
1065,75279,0.9992825659301535
1066,71172,0.9992825092812235
1067,62992,0.9992824754816926
1068,69407,0.9992824743662776
1069,69731,0.9992824743662776
1070,71068,0.999282456887622
1071,73204,0.9992824437286082
1072,75927,0.9992824437286082
1073,67661,0.9992824303952583
1074,72315,0.9992824276853145
1075,67615,0.9992824259343113
1076,63573,0.9992823648236332
1077,72612,0.9992823583167252
1078,70358,0.9992823468369747
1079,66832,0.9992823144727839
1080,74382,0.999282297799066
1081,75299,0.9992822894131381
1082,63232,0.9992822886765067
1083,69355,0.9992822689530838
1084,74759,0.999282266779314
1085,69444,0.9992822610628423
1086,69732,0.9992822610628423
1087,70916,0.9992822373501168
1088,70952,0.9992822373501168
1089,71024,0.9992822373501168
1090,69309,0.9992822075935353
1091,72668,0.9992821124052609
1092,74584,0.9992821100447149
1093,71281,0.999282073661695
1094,70000,0.9992820098041285
1095,63630,0.9992819985227941
1096,62751,0.9992819962415971
1097,72669,0.9992819891820036
1098,72777,0.9992819891820036
1099,72795,0.9992819891820036
1100,69992,0.9992819564393538
1101,70388,0.9992819564393538
1102,74760,0.999281940095826
1103,61725,0.9992819385137441
1104,65452,0.9992819385137441
1105,64434,0.9992819230245624
1106,72025,0.9992819108195327
1107,62250,0.9992818848870587
1108,75837,0.9992818645042547
1109,69571,0.9992818342644283
1110,64385,0.9992817818711857
1111,74654,0.9992817695768721
1112,74403,0.9992816230548739
1113,70389,0.9992816192218601
1114,64667,0.9992815979772132
1115,62818,0.9992815319751845
1116,69428,0.9992815139995523
1117,69950,0.9992815139995523
1118,62644,0.9992815016859222
1119,62753,0.9992814866828903
1120,68887,0.9992814637825217
1121,61956,0.9992814421461721
1122,69593,0.9992814211576796
1123,69719,0.9992814211576796
1124,69737,0.9992814211576796
1125,75314,0.9992814172616428
1126,67077,0.9992814150850937
1127,72813,0.9992814095909957
1128,71955,0.9992814077384157
1129,72027,0.9992814077384157
1130,75153,0.9992814077384157
1131,69038,0.9992813168182998
1132,69039,0.9992813021675153
1133,67913,0.9992812438319797
1134,69666,0.9992812075413801
1135,69790,0.9992811935919574
1136,69952,0.9992811935919574
1137,65839,0.9992811828556777
1138,70938,0.9992811622813219
1139,75154,0.9992811563016635
1140,66610,0.9992811187728818
1141,64436,0.9992810900606255
1142,66341,0.9992810729621876
1143,72301,0.9992810172755647
1144,71159,0.9992809832167158
1145,69431,0.9992809799066148
1146,74819,0.9992809586831582
1147,74891,0.9992809586831582
1148,74858,0.9992809285141884
1149,65779,0.9992809049123595
1150,64280,0.9992809006983089
1151,64585,0.9992808799825359
1152,63973,0.9992808311337182
1153,65957,0.999280823603326
1154,69690,0.999280817589749
1155,69726,0.999280817589749
1156,69142,0.9992808104665986
1157,69540,0.9992807661592363
1158,69594,0.9992807661592363
1159,69738,0.9992807661592363
1160,66446,0.9992807287069266
1161,69131,0.9992806926962349
1162,71466,0.9992806564041121
1163,71741,0.9992806526923246
1164,72101,0.9992806526923246
1165,64782,0.9992806416843648
1166,75236,0.9992806276003123
1167,66812,0.9992806220615561
1168,62107,0.9992805965425952
1169,66807,0.9992805658709524
1170,63923,0.999280558576892
1171,69955,0.9992805523483616
1172,64336,0.9992805022390797
1173,68753,0.9992804983444533
1174,61787,0.9992804962254812
1175,71464,0.9992804797160365
1176,71291,0.9992804504934255
1177,71433,0.999280423159243
1178,68684,0.9992804111857886
1179,69800,0.9992803899335971
1180,68424,0.9992803713918559
1181,68573,0.9992803691460233
1182,69214,0.9992803662607185
1183,63069,0.9992803472214941
1184,74586,0.9992803258211072
1185,61957,0.999280301107238
1186,64940,0.9992803005971904
1187,67555,0.9992802662326273
1188,75203,0.9992802116645729
1189,69219,0.999280170791742
1190,63632,0.9992801676988834
1191,63479,0.9992801488591024
1192,72001,0.999280147403348
1193,65781,0.9992800947863948
1194,65989,0.9992800484823198
1195,71242,0.9992800098449184
1196,62950,0.9992800029143736
1197,68056,0.9992799973645211
1198,65931,0.9992799881565299
1199,66459,0.9992799725866419
1200,75774,0.9992799650187736
1201,69693,0.9992799620247753
1202,67003,0.9992799342504782
1203,66903,0.9992798964483771
1204,71851,0.9992798963794566
1205,72031,0.9992798963794566
1206,65341,0.9992798042474311
1207,63718,0.9992797939045279
1208,64300,0.999279774232211
1209,74733,0.9992797707512128
1210,70947,0.99927972666842
1211,71379,0.9992797019074146
1212,62952,0.9992796577422352
1213,75775,0.9992796543423205
1214,71780,0.999279643941538
1215,68403,0.9992796243518028
1216,70930,0.9992796068258534
1217,66601,0.9992796003820842
1218,62108,0.9992795896458525
1219,64399,0.9992795836750149
1220,66901,0.9992795608240064
1221,74752,0.9992795519067499
1222,71380,0.9992795460557078
1223,72077,0.9992794962245211
1224,68755,0.9992794910480506
1225,71388,0.9992794889516762
1226,70949,0.9992794869626412
1227,64869,0.9992794636679591
1228,75776,0.9992794217206692
1229,72623,0.9992794142323195
1230,72749,0.9992794142323195
1231,66482,0.9992793793140398
1232,74610,0.9992793677935133
1233,75903,0.9992793440062783
1234,62557,0.9992792945353081
1235,64890,0.9992792164611636
1236,64767,0.9992792072198843
1237,65301,0.9992792029556063
1238,67952,0.9992791851839595
1239,74336,0.9992791455287997
1240,71799,0.9992791392734303
1241,63720,0.9992791127041007
1242,69426,0.9992791049682056
1243,68051,0.9992790962500397
1244,66599,0.9992790745111071
1245,64092,0.999279038936474
1246,70385,0.9992790339565698
1247,75833,0.9992790330606264
1248,62492,0.9992789703904371
1249,68404,0.9992789481436691
1250,70134,0.9992788642072543
1251,65562,0.9992788631661963
1252,67049,0.9992788631661963
1253,64170,0.9992788590862838
1254,66448,0.9992788507881336
1255,67781,0.9992788505207871
1256,62187,0.9992788427697501
1257,71951,0.9992787740442707
1258,71782,0.9992787604207369
1259,62754,0.999278756383571
1260,75925,0.9992787224571195
1261,68751,0.9992786856903494
1262,72627,0.9992786727465662
1263,62918,0.9992786527441312
1264,71891,0.9992786342505698
1265,63543,0.9992786323063514
1266,68568,0.9992785888003242
1267,66515,0.9992785579118355
1268,66684,0.9992785503063374
1269,70489,0.9992785382574341
1270,70225,0.9992785255400347
1271,64901,0.999278497323389
1272,61806,0.9992784890010981
1273,65620,0.9992784665962597
1274,65861,0.9992784442934362
1275,67510,0.9992784362470911
1276,71802,0.9992783813705215
1277,71892,0.9992783813705215
1278,71946,0.9992783813705215
1279,63239,0.9992783532030709
1280,65143,0.9992783391187827
1281,63072,0.9992783178744158
1282,62675,0.999278311424355
1283,67249,0.9992782899832326
1284,66087,0.9992782555816299
1285,72225,0.9992782476136933
1286,69537,0.9992782473658651
1287,69819,0.9992782155564512
1288,65286,0.9992782055220093
1289,71857,0.9992781288770505
1290,75091,0.9992781288770505
1291,63717,0.99927812562265
1292,72262,0.9992781085366225
1293,62756,0.9992780978331869
1294,69354,0.999278093179394
1295,63416,0.9992780645709813
1296,66410,0.9992780436367392
1297,69383,0.9992780181696997
1298,65780,0.999278009163921
1299,64282,0.9992779925235201
1300,67916,0.9992778420236
1301,61863,0.9992777919397088
1302,64408,0.9992777869880879
1303,64175,0.999277768610135
1304,64356,0.9992777640590315
1305,68648,0.99927773133993
1306,70184,0.9992776909066481
1307,62960,0.9992776829751524
1308,65017,0.9992776715912605
1309,74959,0.9992776474663052
1310,75129,0.9992776231468351
1311,63212,0.9992776083979165
1312,65580,0.9992775786864634
1313,67870,0.9992775210017799
1314,67193,0.9992775142825869
1315,65262,0.9992774548978592
1316,65712,0.9992774466082324
1317,62616,0.9992774391200882
1318,65595,0.9992773801639978
1319,71752,0.9992773699111438
1320,70203,0.999277351687365
1321,70383,0.999277351687365
1322,70401,0.999277351687365
1323,65342,0.9992772930530176
1324,64191,0.999277288626281
1325,62425,0.9992772857226906
1326,67621,0.9992772654896812
1327,70266,0.9992772538814575
1328,69106,0.9992772044315655
1329,70186,0.9992771820180307
1330,69777,0.9992771792595894
1331,69849,0.9992771792595894
1332,63410,0.9992771562914778
1333,69073,0.9992771378858313
1334,65344,0.9992770653470748
1335,64505,0.9992769838317651
1336,67142,0.9992769763199493
1337,62013,0.9992769662827958
1338,66915,0.9992769648107326
1339,67201,0.999276939386041
1340,69463,0.9992769267097613
1341,65778,0.9992769125795954
1342,75787,0.9992768622982904
1343,75931,0.9992768622982904
1344,63311,0.9992768550158441
1345,67241,0.9992768420400895
1346,66806,0.99927682054325
1347,62622,0.9992767388654191
1348,67871,0.9992767319350581
1349,67620,0.9992767290575493
1350,72215,0.9992767158196934
1351,64669,0.9992767089948947
1352,70342,0.9992766595476551
1353,68852,0.999276601707368
